,tracks,albums,shows,episodes,bannedTracks,other
1433,"{'artist': 'Eddy Kim', 'album': 'Guardian (Original Television Soundtrack) Part 5', 'track': 'You are so beautiful'}",,,,,
1434,"{'artist': 'WALK THE MOON', 'album': 'Eat Your Heart Out', 'track': 'Eat Your Heart Out'}",,,,,
1435,"{'artist': 'Frank Ocean', 'album': 'channel ORANGE', 'track': 'Lost'}",,,,,
1436,"{'artist': 'The Wombats', 'album': 'Lemon to a Knife Fight', 'track': 'Lemon to a Knife Fight'}",,,,,
1437,"{'artist': 'Breathe Carolina', 'album': 'Hell Is What You Make It', 'track': 'Blackout'}",,,,,
1438,"{'artist': 'Rex Orange County', 'album': 'Pony', 'track': 'Always'}",,,,,
1439,"{'artist': 'flor', 'album': ""come out. you're hiding"", 'track': 'where do you go'}",,,,,
1440,"{'artist': 'Fall Out Boy', 'album': 'PAX AM Days', 'track': 'Art Of Keeping Up Disappearances'}",,,,,
1441,"{'artist': 'Daddy Issues', 'album': 'Can We Still Hang', 'track': 'Unicorns & Rainbows (Boyfriend)'}",,,,,
1442,"{'artist': 'You Me At Six', 'album': 'Sinners Never Sleep', 'track': 'No One Does It Better'}",,,,,
1443,"{'artist': '5 Seconds of Summer', 'album': '5 Seconds Of Summer', 'track': 'Good Girls'}",,,,,
1444,"{'artist': 'Yellow Ostrich', 'album': 'The Mistress', 'track': 'Hahahaohhoho'}",,,,,
1445,"{'artist': 'Robert Glasper Experiment', 'album': 'I Stand Alone', 'track': 'I Stand Alone'}",,,,,
1446,"{'artist': 'Ramshackle Glory', 'album': 'Shelter', 'track': 'Punk Is the Worst Form of Music Except for All the Others'}",,,,,
1447,"{'artist': 'Hollywood Undead', 'album': 'American Tragedy', 'track': 'Bullet'}",,,,,
1448,"{'artist': 'Joywave', 'album': 'Doubt', 'track': 'Doubt'}",,,,,
1449,"{'artist': 'Golf', 'album': 'Playa Holz', 'track': 'Macaulay Culkin'}",,,,,
1450,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'Taxi Cab'}",,,,,
1451,"{'artist': 'JR JR', 'album': ""It's A Corporate World"", 'track': 'Simple Girl'}",,,,,
1452,"{'artist': 'Dayglow', 'album': 'Fuzzybrain', 'track': 'Can I Call You Tonight?'}",,,,,
1453,"{'artist': 'The 1975', 'album': 'The 1975', 'track': ""So Far (It's Alright)""}",,,,,
1454,"{'artist': 'Joywave', 'album': '88888 (Mixtape)', 'track': 'All I Want'}",,,,,
1455,"{'artist': 'Will Joseph Cook', 'album': 'Insignificant With You', 'track': 'Streets of Paris'}",,,,,
1456,"{'artist': 'MIKA', 'album': 'Life in Cartoon Motion', 'track': 'Grace Kelly'}",,,,,
1457,"{'artist': 'Quinn XCII', 'album': 'From Michigan With Love', 'track': 'Good Thing Go'}",,,,,
1458,"{'artist': 'Young Rising Sons', 'album': 'Young Rising Sons', 'track': 'High'}",,,,,
1459,"{'artist': 'Neck Deep', 'album': 'Wishful Thinking', 'track': 'Candour'}",,,,,
1460,"{'artist': 'Maroon 5', 'album': 'Songs About Jane: 10th Anniversary Edition', 'track': 'She Will Be Loved - Radio Mix'}",,,,,
1461,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'Happy Holidays, You Bastard'}",,,,,
1462,"{'artist': 'Covey', 'album': 'Haggarty', 'track': '////'}",,,,,
1463,"{'artist': 'Will Joseph Cook', 'album': 'You Jump I Run EP', 'track': 'Message'}",,,,,
1464,"{'artist': 'Doja Cat', 'album': 'Tia Tamera (feat. Rico Nasty)', 'track': 'Tia Tamera (feat. Rico Nasty)'}",,,,,
1465,"{'artist': 'blink-182', 'album': 'California', 'track': 'Kings of the Weekend'}",,,,,
1466,"{'artist': 'Ricky Montgomery', 'album': 'Montgomery Ricky', 'track': 'Dont Know How'}",,,,,
1467,"{'artist': 'Son Mieux', 'album': 'Everyday', 'track': 'Everyday'}",,,,,
1468,"{'artist': 'The Used', 'album': 'Lies For The Liars', 'track': 'Pretty Handsome Awkward'}",,,,,
1469,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': ""Folkin' Around""}",,,,,
1470,"{'artist': 'Mansionair', 'album': 'Easier', 'track': 'Easier'}",,,,,
1471,"{'artist': 'Lady Gaga', 'album': 'A Star Is Born Soundtrack', 'track': 'Look What I Found'}",,,,,
1472,"{'artist': 'Broods', 'album': 'Hospitalized', 'track': 'Hospitalized - St. Lucia Remix'}",,,,,
1473,"{'artist': 'Elton John', 'album': 'The Diving Board', 'track': ""Can't Stay Alone Tonight""}",,,,,
1474,"{'artist': 'Passion Pit', 'album': 'Manners', 'track': 'Little Secrets'}",,,,,
1475,"{'artist': 'Flatsound', 'album': 'Sleep', 'track': ""Don't Call Me At All""}",,,,,
1476,"{'artist': 'Lin-Manuel Miranda', 'album': 'Moana', 'track': 'Where You Are - Demo'}",,,,,
1477,"{'artist': 'The Front Bottoms', 'album': 'Camouflage', 'track': 'camouflage'}",,,,,
1478,"{'artist': 'Son Mieux', 'album': 'Ride', 'track': 'For Those'}",,,,,
1479,"{'artist': 'Louis The Child', 'album': 'Kids At Play- EP', 'track': 'The City (with Quinn XCII)'}",,,,,
1480,"{'artist': 'The Eeries', 'album': 'The Eeries', 'track': 'Cool Kid'}",,,,,
1481,"{'artist': 'Alabama Shakes', 'album': 'Sound & Color', 'track': 'Future People'}",,,,,
1482,"{'artist': 'The Tallest Man On Earth', 'album': 'Sometimes The Blues Is Just A Passing Bird', 'track': 'The Dreamer'}",,,,,
1483,"{'artist': 'Jukebox The Ghost', 'album': 'Fred Astaire', 'track': 'Fred Astaire'}",,,,,
1484,"{'artist': 'Joywave', 'album': '88888 (Mixtape)', 'track': 'Dying Well'}",,,,,
1485,"{'artist': 'McCafferty', 'album': 'Thanks. Sorry. Sure.', 'track': 'Daddy-Longlegs'}",,,,,
1486,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Hurricane'}",,,,,
1487,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'The Mighty Fall'}",,,,,
1488,"{'artist': 'Bo Burnham', 'album': 'what.', 'track': 'Channel 5: The Musical - Studio'}",,,,,
1489,"{'artist': 'Von Wegen Lisbeth', 'album': 'Grande', 'track': 'Meine Kneipe'}",,,,,
1490,"{'artist': 'Manchester Orchestra', 'album': 'Mean Everything To Nothing', 'track': ""I've Got Friends""}",,,,,
1491,"{'artist': 'The Academy Is...', 'album': 'Almost Here', 'track': 'The Phrase That Pays'}",,,,,
1492,"{'artist': 'The Academy Is...', 'album': 'Almost Here', 'track': 'Skeptics and True Believers'}",,,,,
1493,"{'artist': '3OH!3', 'album': 'WANT', 'track': 'DONTTRUSTME'}",,,,,
1494,"{'artist': 'Panic! At The Disco', 'album': ""C'mon"", 'track': ""C'mon""}",,,,,
1495,"{'artist': 'Joywave', 'album': 'Obsession', 'track': 'Obsession'}",,,,,
1496,"{'artist': 'The Beach Boys', 'album': 'Surfer Girl', 'track': 'In My Room - Remastered'}",,,,,
1497,"{'artist': 'Real Friends', 'album': 'More Acoustic Songs', 'track': 'Island - Acoustic Version'}",,,,,
1498,"{'artist': 'Rex Orange County', 'album': 'Bcos U Will Never B Free', 'track': 'A Song About Being Sad'}",,,,,
1499,"{'artist': 'Elliott Smith', 'album': 'Figure 8', 'track': 'Everything Means Nothing To Me'}",,,,,
1500,"{'artist': 'Conan Gray', 'album': 'Sunset Season', 'track': 'Greek God'}",,,,,
1501,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'Lo-Fi Children'}",,,,,
1502,"{'artist': 'Saint Motel', 'album': 'Voyeur', 'track': 'Balsa Wood Bones'}",,,,,
1503,"{'artist': 'Smallpools', 'album': 'Smallpools', 'track': 'No Story Time'}",,,,,
1504,"{'artist': 'Grizfolk', 'album': 'Waking Up The Giants', 'track': 'The Struggle'}",,,,,
1505,"{'artist': 'The Strokes', 'album': 'Angles', 'track': 'Machu Picchu'}",,,,,
1506,"{'artist': 'Wavves', 'album': 'The Music of Grand Theft Auto V, Vol. 1: Original Music', 'track': 'Nine Is God'}",,,,,
1507,"{'artist': 'Pale Waves', 'album': 'Eighteen', 'track': 'Eighteen'}",,,,,
1508,"{'artist': 'Weezer', 'album': 'Weezer (White Album)', 'track': 'Jacked Up'}",,,,,
1509,"{'artist': 'Jukebox The Ghost', 'album': 'Let Live and Let Ghosts', 'track': 'Hold It In'}",,,,,
1510,"{'artist': 'blink-182', 'album': 'California', 'track': 'Cynical'}",,,,,
1511,"{'artist': 'Rex Orange County', 'album': '10/10', 'track': '10/10'}",,,,,
1512,"{'artist': 'Dayglow', 'album': 'Fuzzybrain', 'track': 'Can I Call You Tonight?'}",,,,,
1513,"{'artist': 'Boys Like Girls', 'album': 'Love Drunk', 'track': 'Love Drunk'}",,,,,
1514,"{'artist': 'Kwon Tree', 'album': '사랑은 높은 곳에서 흐르지 Love Is Flowing From High Places', 'track': '물 Water'}",,,,,
1515,"{'artist': 'Eric Nam', 'album': 'Honestly', 'track': ""Don't Call Me""}",,,,,
1516,"{'artist': 'Paramore', 'album': 'After Laughter', 'track': 'Pool'}",,,,,
1517,"{'artist': 'Miniature Tigers', 'album': 'Tell It To The Volcano', 'track': 'Cannibal Queen'}",,,,,
1518,"{'artist': 'The Spill Canvas', 'album': ""No Really, I'm Fine"", 'track': 'All over You'}",,,,,
1519,"{'artist': 'Yuck', 'album': 'Yuck', 'track': 'Shook Down'}",,,,,
1520,"{'artist': 'The Cinema', 'album': 'My Blood Is Full Of Airplanes', 'track': 'Kill It'}",,,,,
1521,"{'artist': 'Twenty One Pilots', 'album': 'Trench', 'track': 'Cut My Lip'}",,,,,
1522,"{'artist': 'Hippo Campus', 'album': 'Landmark', 'track': 'Buttercup'}",,,,,
1523,"{'artist': 'Flyleaf', 'album': 'Flyleaf', 'track': 'All Around Me'}",,,,,
1524,"{'artist': 'The Killers', 'album': 'Hot Fuss', 'track': 'Mr. Brightside'}",,,,,
1525,"{'artist': 'Tom Rosenthal', 'album': 'Fenn', 'track': 'P.A.S.T.A'}",,,,,
1526,"{'artist': 'Father John Misty', 'album': ""God's Favorite Customer"", 'track': 'Hangout at the Gallows'}",,,,,
1527,"{'artist': 'VHS Collection', 'album': 'Waiting on the Summer', 'track': 'Waiting on the Summer'}",,,,,
1528,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Press Restart'}",,,,,
1529,"{'artist': 'Jonas Brothers', 'album': 'Jonas Brothers', 'track': 'Year 3000'}",,,,,
1530,"{'artist': 'La Habitación Roja', 'album': '24 de Marzo', 'track': 'Doble Moral'}",,,,,
1531,"{'artist': '5 Seconds of Summer', 'album': 'Easier', 'track': 'Easier'}",,,,,
1532,"{'artist': 'Brand New', 'album': 'Deja Entendu', 'track': ""Okay I Believe You, But My Tommy Gun Don't""}",,,,,
1533,"{'artist': 'Fall Out Boy', 'album': 'We Love Disney', 'track': 'I Wan\'na Be Like You (The Monkey Song) - From ""The Jungle Book""'}",,,,,
1534,"{'artist': 'Coldplay', 'album': 'X&Y', 'track': 'Speed of Sound'}",,,,,
1535,"{'artist': 'Watsky', 'album': 'x Infinity', 'track': 'Pink Lemonade'}",,,,,
1536,"{'artist': 'Yung Gravy', 'album': 'Snow Cougar', 'track': 'Mr. Clean'}",,,,,
1537,"{'artist': 'Fall Out Boy', 'album': 'From Under The Cork Tree', 'track': ""Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued""}",,,,,
1538,"{'artist': 'Twenty One Pilots', 'album': 'Twenty One Pilots', 'track': 'Fall Away'}",,,,,
1539,"{'artist': 'KYLE', 'album': 'Hey Julie! (feat. Lil Yachty)', 'track': 'Hey Julie! (feat. Lil Yachty) - Absofacto Remix'}",,,,,
1540,"{'artist': 'Panic! At The Disco', 'album': 'King of the Clouds', 'track': 'King of the Clouds'}",,,,,
1541,"{'artist': 'Joywave', 'album': 'Going to a Place', 'track': 'Going to a Place'}",,,,,
1542,"{'artist': 'Young the Giant', 'album': 'Home of the Strange', 'track': 'Silvertongue'}",,,,,
1543,"{'artist': 'Johnny Goth', 'album': 'Far Away', 'track': 'Far Away'}",,,,,
1544,"{'artist': 'COIN', 'album': 'How Will You Know If You Never Try', 'track': 'Boyfriend'}",,,,,
1545,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'Nine in the Afternoon - Single Mix'}",,,,,
1546,"{'artist': 'Bad Books', 'album': 'II', 'track': 'Forest Whitaker'}",,,,,
1547,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'no tears left to cry'}",,,,,
1548,"{'artist': 'Kim Petras', 'album': 'Heart to Break', 'track': 'Heart to Break'}",,,,,
1549,"{'artist': 'Jai Paul', 'album': 'BTSTU', 'track': 'BTSTU (Edit)'}",,,,,
1550,"{'artist': 'Watsky', 'album': 'Cardboard Castles', 'track': 'Tiny Glowing Screens, Part 1'}",,,,,
1551,"{'artist': ""Plain White T's"", 'album': 'Every Second Counts', 'track': 'Hey There Delilah'}",,,,,
1552,"{'artist': 'adam&steve', 'album': 'tell me how you rly feel', 'track': 'tell me how you rly feel'}",,,,,
1553,"{'artist': 'Walk Off the Earth', 'album': 'Fifth Avenue', 'track': 'Fifth Avenue'}",,,,,
1554,"{'artist': 'Charlie Rodd', 'album': 'Junto a Ti', 'track': 'Junto a Ti'}",,,,,
1555,"{'artist': 'Saint Motel', 'album': 'My Type EP', 'track': 'Cold Cold Man'}",,,,,
1556,"{'artist': 'Black Bear', 'album': 'The Cinnamon Phase', 'track': 'I Believe In Immediacy'}",,,,,
1557,"{'artist': 'Josh A', 'album': 'Save Me', 'track': 'Save Me'}",,,,,
1558,"{'artist': 'Rex Orange County', 'album': 'Pony', 'track': 'Stressed Out'}",,,,,
1559,"{'artist': 'Fall Out Boy', 'album': 'Believers Never Die - Greatest Hits', 'track': 'Growing Up - Bonus Track'}",,,,,
1560,"{'artist': 'Flyleaf', 'album': 'Flyleaf', 'track': 'Red Sam'}",,,,,
1561,"{'artist': 'BTS', 'album': ""Love Yourself 轉 'Tear'"", 'track': 'So What'}",,,,,
1562,"{'artist': 'Watsky', 'album': 'Welcome To The Family', 'track': 'Welcome To The Family'}",,,,,
1563,"{'artist': 'The Band CAMINO', 'album': 'My Thoughts on You', 'track': '2 / 14'}",,,,,
1564,"{'artist': 'Harry Styles', 'album': 'Sign of the Times', 'track': 'Sign of the Times'}",,,,,
1565,"{'artist': 'Panic! At The Disco', 'album': 'Pretty. Odd.', 'track': 'She Had the World'}",,,,,
1566,"{'artist': 'Childish Gambino', 'album': 'Kauai', 'track': 'Sober'}",,,,,
1567,"{'artist': 'Teddy Hyde', 'album': 'Sock-Footed', 'track': 'Vanilla Curls'}",,,,,
1568,"{'artist': 'Mom Jeans.', 'album': 'Best Buds', 'track': '*Sobs Quietly*'}",,,,,
1569,"{'artist': 'MisterWives', 'album': 'Machine', 'track': 'Machine'}",,,,,
1570,"{'artist': 'The Wombats', 'album': 'Beautiful People Will Ruin Your Life', 'track': ""I Don't Know Why I Like You but I Do""}",,,,,
1571,"{'artist': 'Fall Out Boy', 'album': 'From Under The Cork Tree', 'track': 'Nobody Puts Baby In The Corner'}",,,,,
1572,"{'artist': 'Bastille', 'album': 'Doom Days', 'track': 'Joy'}",,,,,
1573,"{'artist': 'Absofacto', 'album': 'Thousand Peaces', 'track': 'Dissolve'}",,,,,
1574,"{'artist': 'Bruno Mars', 'album': 'Doo-Wops & Hooligans', 'track': 'Talking to the Moon'}",,,,,
1575,"{'artist': 'Oliver Tree', 'album': 'Alien Boy EP', 'track': 'Alien Boy'}",,,,,
1576,"{'artist': 'half•alive', 'album': 'arrow', 'track': 'arrow'}",,,,,
1577,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'In My Mind'}",,,,,
1578,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'The Pros and Cons of Breathing'}",,,,,
1579,"{'artist': 'Wild Party', 'album': 'Recipe', 'track': 'Recipe'}",,,,,
1580,"{'artist': 'AJR', 'album': 'Neotheater', 'track': ""The Entertainment's Here""}",,,,,
1581,"{'artist': 'Motion City Soundtrack', 'album': 'Commit This To Memory', 'track': 'Everything Is Alright'}",,,,,
1582,"{'artist': 'Declan McKenna', 'album': 'Brazil', 'track': 'Brazil'}",,,,,
1583,"{'artist': 'BTS', 'album': 'MAP OF THE SOUL : PERSONA', 'track': 'Boy With Luv (feat. Halsey)'}",,,,,
1584,"{'artist': 'Fall Out Boy', 'album': 'Save Rock And Roll', 'track': 'Alone Together'}",,,,,
1585,"{'artist': 'Grouplove', 'album': 'Spreading Rumours', 'track': 'Sit Still'}",,,,,
1586,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Tell That Mick He Just Made My List of Things to Do Today'}",,,,,
1587,"{'artist': 'Tom Rosenthal', 'album': 'Bolu', 'track': 'Watermelon'}",,,,,
1588,"{'artist': 'New West', 'album': 'Next to You', 'track': 'Next to You'}",,,,,
1589,"{'artist': 'The Greeting Committee', 'album': 'It’s Not All That Bad', 'track': 'Hands Down'}",,,,,
1590,"{'artist': 'Eddy Kim', 'album': 'The Manual', 'track': 'The Manual'}",,,,,
1591,"{'artist': 'Arctic Monkeys', 'album': 'Suck It and See', 'track': 'Evil Twin'}",,,,,
1592,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': 'Death of a Bachelor'}",,,,,
1593,"{'artist': 'Kurt Vile', 'album': ""b'lieve i'm goin down..."", 'track': 'Pretty Pimpin'}",,,,,
1594,"{'artist': 'courtship.', 'album': 'Tell Me Tell Me', 'track': 'Tell Me Tell Me'}",,,,,
1595,"{'artist': 'Fall Out Boy', 'album': 'M A N I A', 'track': 'Church'}",,,,,
1596,"{'artist': 'Weezer', 'album': 'Weezer (White Album)', 'track': 'King Of The World'}",,,,,
1597,"{'artist': 'half•alive', 'album': 'still feel.', 'track': 'still feel.'}",,,,,
1598,"{'artist': 'Cavetown', 'album': 'Animal Kingdom: Comet', 'track': 'Boys Will Be Bugs'}",,,,,
1599,"{'artist': 'The Wild Reeds', 'album': 'The World We Built', 'track': 'Only Songs (Radio Edit)'}",,,,,
1600,"{'artist': 'Yellow Ostrich', 'album': 'The Mistress', 'track': 'Hate Me Soon'}",,,,,
1601,"{'artist': 'Patrick Stump', 'album': 'Soul Punk', 'track': 'The ""I"" In Lie'}",,,,,
1602,"{'artist': 'Fall Out Boy', 'album': 'Take This To Your Grave', 'track': 'Saturday'}",,,,,
1603,"{'artist': 'Bastille', 'album': 'Doom Days', 'track': 'Those Nights'}",,,,,
1604,"{'artist': 'The 1975', 'album': 'The 1975', 'track': 'Antichrist'}",,,,,
1605,"{'artist': 'The Cure', 'album': 'Galore', 'track': 'Pictures of You'}",,,,,
1606,"{'artist': 'Brand New', 'album': 'I Am a Nightmare', 'track': 'I Am a Nightmare'}",,,,,
1607,"{'artist': 'Fall Out Boy', 'album': 'Believers Never Die - Greatest Hits', 'track': 'Alpha Dog'}",,,,,
1608,"{'artist': 'BTS', 'album': 'The Most Beautiful Moment in Life: Young Forever', 'track': 'I Need U'}",,,,,
1609,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Ready to Go (Get Me Out of My Mind)'}",,,,,
1610,"{'artist': 'Ed Sheeran', 'album': 'Loose Change', 'track': 'Homeless'}",,,,,
1611,"{'artist': 'PUBLIC', 'album': ""Let's Remake It"", 'track': 'Pretty Face'}",,,,,
1612,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': ""Chasin' Honey""}",,,,,
1613,"{'artist': 'Rex Orange County', 'album': 'Apricot Princess', 'track': 'Never Enough'}",,,,,
1614,"{'artist': 'Roy Zimmerman', 'album': 'Thanks For The Support', 'track': 'To Be A Liberal'}",,,,,
1615,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'better off'}",,,,,
1616,"{'artist': 'Saint Raymond', 'album': 'Young Blood EP', 'track': 'As We Are Now'}",,,,,
1617,"{'artist': 'Lil Dicky', 'album': 'Freaky Friday (feat. Chris Brown)', 'track': 'Freaky Friday (feat. Chris Brown)'}",,,,,
1618,"{'artist': 'The Wombats', 'album': 'Beautiful People Will Ruin Your Life', 'track': 'Ice Cream'}",,,,,
1619,"{'artist': 'The Beach Boys', 'album': 'All Summer Long', 'track': 'I Get Around (Mono)'}",,,,,
1620,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'Cough It Out'}",,,,,
1621,"{'artist': 'blackbear', 'album': 'digital druglord', 'track': 'do re mi'}",,,,,
1622,"{'artist': 'Jared & The Mill', 'album': 'Break in the Ether', 'track': 'Break in the Ether'}",,,,,
1623,"{'artist': 'The xx', 'album': 'xx', 'track': 'Intro'}",,,,,
1624,"{'artist': 'The Front Bottoms', 'album': 'Talon Of The Hawk', 'track': 'Everything I Own'}",,,,,
1625,"{'artist': 'Ivory Hours', 'album': 'Morning Light', 'track': 'Dreamer'}",,,,,
1626,"{'artist': 'Better Love', 'album': 'All I Ever Wanted Is to Be Where You Are', 'track': 'Stay With Me'}",,,,,
1627,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Enlighten Me'}",,,,,
1628,"{'artist': 'The Kooks', 'album': 'Inside In / Inside Out', 'track': 'Naive'}",,,,,
1629,"{'artist': 'Kante', 'album': 'In der Zuckerfabrik - Theatermusik', 'track': 'Das Erdbeben von Lissabon'}",,,,,
1630,"{'artist': 'The 1975', 'album': 'Give Yourself A Try', 'track': 'Give Yourself A Try'}",,,,,
1631,"{'artist': 'COIN', 'album': ""Don't Cry, 2020"", 'track': ""Don't Cry, 2020""}",,,,,
1632,"{'artist': 'One Direction', 'album': 'Take Me Home: Yearbook Edition', 'track': ""Live While We're Young""}",,,,,
1633,"{'artist': 'Moon Taxi', 'album': 'Daybreaker', 'track': 'Red Hot Lights'}",,,,,
1634,"{'artist': 'Paramore', 'album': 'Riot!', 'track': 'Let the Flames Begin'}",,,,,
1635,"{'artist': 'Mayday Parade', 'album': 'A Lesson In Romantics', 'track': 'Jamie All Over'}",,,,,
1636,"{'artist': 'AJR', 'album': 'Neotheater', 'track': 'Break My Face'}",,,,,
1637,"{'artist': 'Waterparks', 'album': 'FANDOM', 'track': 'Turbulent'}",,,,,
1638,"{'artist': 'Fleetwood Mac', 'album': 'Tango In The Night', 'track': 'Everywhere'}",,,,,
1639,"{'artist': 'Frank Ocean', 'album': 'Provider', 'track': 'Provider'}",,,,,
1640,"{'artist': 'VHS Collection', 'album': 'So I Met Someone', 'track': 'So I Met Someone'}",,,,,
1641,"{'artist': 'Little Comets', 'album': 'Life Is Elsewhere', 'track': 'Jennifer'}",,,,,
1642,"{'artist': 'Cold War Kids', 'album': 'Hold My Home', 'track': 'First'}",,,,,
1643,"{'artist': 'Gerard Way', 'album': 'Hesitant Alien', 'track': 'Action Cat'}",,,,,
1644,"{'artist': 'Still Woozy', 'album': 'Goodie Bag', 'track': 'Goodie Bag'}",,,,,
1645,"{'artist': 'Dismemberment Plan', 'album': 'The Dismemberment Plan Is Terrified', 'track': 'The Ice Of Boston'}",,,,,
1646,"{'artist': 'The Brobecks', 'album': 'Violent Things', 'track': 'Goodnight Socialite'}",,,,,
1647,"{'artist': 'Dillon', 'album': 'This Silence Kills', 'track': 'Thirteen Thirty-Five'}",,,,,
1648,"{'artist': 'Grizfolk', 'album': 'Waking Up The Giants', 'track': 'Bob Marley'}",,,,,
1649,"{'artist': 'Grouplove', 'album': 'Never Trust A Happy Song', 'track': 'Love Will Save Your Soul'}",,,,,
1650,"{'artist': 'Louie Zong', 'album': 'Ghost Duet', 'track': 'Ghost Duet'}",,,,,
1651,"{'artist': 'My Chemical Romance', 'album': 'The Black Parade', 'track': ""I Don't Love You""}",,,,,
1652,"{'artist': 'Bo Burnham', 'album': 'Words Words Words', 'track': 'one man shows'}",,,,,
1653,"{'artist': 'Rise Against', 'album': 'The Black Market', 'track': 'I Don’t Want To Be Here Anymore'}",,,,,
1654,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'Lions'}",,,,,
1655,"{'artist': 'Matt and Kim', 'album': 'New Glow', 'track': 'Hey Now'}",,,,,
1656,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': ""Twin Skeleton's (Hotel In NYC)""}",,,,,
1657,"{'artist': 'Winnetka Bowling League', 'album': 'On The 5', 'track': 'On The 5'}",,,,,
1658,"{'artist': 'The Naked And Famous', 'album': 'Passive Me, Aggressive You', 'track': 'All Of This'}",,,,,
1659,"{'artist': 'Ariana Grande', 'album': 'Sweetener', 'track': 'breathin'}",,,,,
1660,"{'artist': 'Rex Orange County', 'album': 'Loving Is Easy', 'track': 'Loving Is Easy'}",,,,,
1661,"{'artist': 'Archie Faulks', 'album': 'What I Like', 'track': 'Deceiver'}",,,,,
1662,"{'artist': 'Never Shout Never', 'album': 'Harmony', 'track': 'i love you more than you will ever know'}",,,,,
1663,"{'artist': 'The Gromble', 'album': 'The Gromble', 'track': ""Don't Stand a Chance""}",,,,,
1664,"{'artist': 'AJR', 'album': 'Infinity - EP', 'track': 'Alice by the Hudson'}",,,,,
1665,"{'artist': 'All Time Low', 'album': 'Some Kind Of Disaster', 'track': 'Some Kind Of Disaster'}",,,,,
1666,"{'artist': 'Shawn Mendes', 'album': 'Señorita', 'track': 'Señorita'}",,,,,
1667,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'The Calendar'}",,,,,
1668,"{'artist': 'Say Anything', 'album': 'All My Friends Are Enemies: Early Rarities', 'track': 'Colorblind'}",,,,,
1669,"{'artist': 'Fall Out Boy', 'album': 'Believers Never Die - Greatest Hits', 'track': 'Yule Shoot Your Eye Out - Bonus Track'}",,,,,
1670,"{'artist': 'Owl City', 'album': 'Mobile Orchestra', 'track': 'This Isn’t The End'}",,,,,
1671,"{'artist': 'You Me At Six', 'album': 'Hold Me Down', 'track': 'Trophy Eyes'}",,,,,
1672,"{'artist': 'Frank Ocean', 'album': 'Lens', 'track': 'Lens'}",,,,,
1673,"{'artist': 'Childish Gambino', 'album': 'Camp', 'track': 'Heartbeat'}",,,,,
1674,"{'artist': 'Fall Out Boy', 'album': 'My Heart Will Always Be The B-Side To My Tongue', 'track': 'Love Will Tear Us Apart'}",,,,,
1675,"{'artist': 'Brendan Maclean', 'album': 'Stupid', 'track': 'Stupid'}",,,,,
1676,"{'artist': 'Khalid', 'album': 'Know Your Worth', 'track': 'Know Your Worth'}",,,,,
1677,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'New Light'}",,,,,
1678,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': '2YL'}",,,,,
1679,"{'artist': 'Quinn XCII', 'album': 'Bloom', 'track': 'Bones'}",,,,,
1680,"{'artist': 'Childish Gambino', 'album': 'Because The Internet', 'track': 'IV. Sweatpants'}",,,,,
1681,"{'artist': 'Dayglow', 'album': 'Fuzzybrain', 'track': 'Nicknames'}",,,,,
1682,"{'artist': 'Against Me!', 'album': 'New Wave', 'track': 'Thrash Unreal'}",,,,,
1683,"{'artist': 'Jukebox The Ghost', 'album': 'Jumpstarted', 'track': 'Jumpstarted'}",,,,,
1684,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': 'The (After) Life Of The Party'}",,,,,
1685,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': ""Can't Sleep (Wolves)""}",,,,,
1686,"{'artist': 'Big Data', 'album': '2.0', 'track': 'Big Dater'}",,,,,
1687,"{'artist': 'Twenty One Pilots', 'album': 'Blurryface', 'track': 'The Judge'}",,,,,
